ANT	dA	POST	TAG
Tarihi yaşamak ve kazanmak Mehmet Ali Aybar'ın Türkiye'de bir sosyalist olarak oluşturduğu model ve ortaya koyduğu çaba belki	de	dünya siyaset tarihinin en ilginç yaklaşımları arasındadır .	NDC
Ekonominin çarkları dönmesine dönüyor	da	, değirmenin suyunun dışarıdan geldiğini bilmek lazım .	DC
Derin devlet deyince hemen MİT’in kastedildiği varsayılıyor , böyle bir şey yok . O derinlerdekinin adı bellidir	de	, ben henüz ecelime susamadım . Akşam Gazetesi’nin önüne karanfil koymaya da gelmez bizim burnu havada enteller , hem Davutpaşa Osmanbey kadar ayakaltı değil , Cihangir barlarından çıkıp kolayca ulaşılamıyor , hem de beni pek sevmezler .	DC
Bunun gibi özelleştirmeye falan da karşı olanlar neden karşı olduklarını söylesinler	de	biz cahiller öğrenelim .	DC
Kaplumbağaları yakalayan bir kartal , hayvanları yüksekten yere atıyor ve kabukları kırılınca yiyiyordu . Aeschylus'un başına düşen kaplumbağayı	da	bu kartal atmıştı . Yayıncı ve 1970'lerde başlayan jogging salgının öncüsü .	DC
Dün Nejat'ı çok gösterdiler . Cambaz'ın siteye girmediği belli oluyor valla , çabucak gir	de	görelim Nejat ' ı . Nihalcim resimler için çok teşekkürler	DC
Sezonun 11. yarışı olan İngiltere Grand Prix'si , İngiltere'nin Silverstone pistinde yapılacak . Bu yarış	da	NTV'den naklen yayınlanacak .	NDC
Fatih hakkında söylediklerim futbolla uğraşanların bildikleri şeylerdi , ancak Altay'a kiralanıp oynadıktan sonra , kulüp erkanı tarafından anlaşılmış olacak ki , kırık bacağına rağmen yüksek ücretle geri alındı . Alındı	da	ne oldu ? Yine patronaj hatasından üstüne yarım milyon dolar da verilerek kendi klasının oldukça altında bir futbolcu ile takas edildi .	DC
hayatim boyunca Hawaii'ye gitmek istedim ama beni deniz tuttuğu icin gemiye binemiyorum , uçaktan	da	çok korkarım . Hawaii'ye gidebilmem için bana buradan oraya bir yol yap .	DC
Nereye çekerseniz çekin Bir de Rusya Büyükelçisi’nin bir sözü var . 9’u yaptınız , 10’u yapın	da	görelim şeklinde . Bunu nasıl değerlendiriyorsunuz ?	DC
zaten karşılaştırma mümkün değil ama arkadaş haset etmiş galiba , birleşip kıyak yapalım	da	üzülmesin . 3600 km yol gittim performansı 2000 motora göre zayıf ama 195'e kadar çok çıktım üstelik çok zevkli sürüşü .	DC
Otogar içerisinde de bir şey bulamadım . Zamanım olmadığı için çarşıya 	da	çıkamadım . Anama Trabzon hediyesi alamadığım için çok üzgündüm .	DC
İhtiyaç bulunmadığını işitmek sevindirici olabilir	de	bu alanda yıllardır çalışan biri olarak bana hiç de böyle görünmediğini söyleyeyim .	DC
İnsanımız , zavallı peynirli çubuğun şarkı söylemesine hayret etmek yerine istedikleri türküyü söylemeyince onu üstüne basarak kırmışlardı . Yaşamda anlam kadar uyum	da	önemlidir . Duvara çakılan sekizlik bir dübel ile ona giren vidanın uyumu , o vidayla onu çeviren tornavidanın uyumundan daha mı az önemlidir ?	NDC
Bizse bu yanık türküleri dinleyip belki de kendimizi vuracağız . Bırakın	da	başarıların sevincini yaşayalım . Panele katılanlar arasında bulunan , 77 kiloda Olimpiyat Şampiyonu Taner Sağır da başarısının hemen ardından taciz olaylarının çıktığını ifade ederek , Doya doya yaşayamadım şampiyonluğumu .	DC
Sektörde zaman zaman yaşanan ekonomik krizlerin	de	etkisiyle Türkiye'de otomotiv ürünlerine olan iç talebin halen istenilen seviyenin altında bulunması , düşük kur nedeniyle sektörün dış ticaret açığı vermeye başlaması , sektördeki tehditleri oluştururken , taşıt araçlarından alınan vergilerin yüksek olması ve küresel firmaların üretimleri karlı olmaktan çıktığında , üretimlerini başka ülkelere kaydırma ihtimali sektörle ilgili diğer tehditleri oluşturuyor .	NDC
Bilgin amaçlarının bankalara müdahale olmadığını da kaydetti . Bilgin BDDK'da çalışan özel temizlik şirketinin bir elemanının kart borcu nedeniyle intihar etmesinin	de	taslak hazırlığında etkili olduğunu vurguladı .	NDC
Neyse sonra skor bizim lehimize dönüyor	da	biraz keyifleniyoruz . Sağımız , solumuz Sienalı taraftarlarla çevrili .	DC
başka bir köşede televizyon izleniyor . 33 yaşındaki İbrahim Aymaz	da	televizyon izlenen uzunca masalara ilişmiş , oturuyor . Aymaz , arkadaşlarının İbo şairdir demesi üzerine utanıyor .	DC
Komşunun sinir olması , büyük bir olasılıkla sesler gerçek mi ? Yoksa , komşular videodan Basic Instict'i 387'nci kez seyrediyorlar	da	, aslında o bağırışlar Sharon Stone'dan mı geliyor ? diye merak ettiğindendir .	DC
Girmez olur mu , dedi , yarın sabah kahvemi hazırla	da	konuşalım . Ben kafeteryaya varıncaya kadar Göksel almış kahveleri .	DC
Tam karımdan ayrılıp üstüne yürümeye davranıyordum ki , Allah'tan def olup gitmeye karar verdi	de	, başımı durup dururken belaya sokmaktan kurtuldum .	DC
Çalışıyorum , hâlâ ameliyatlara giriyorum , merdiven inip çıkıyorum , bu	da	beni ayakta tutmaya yetiyor .	DC
Kenan kızmaz mı? Gece bu saatte karısını eski kocası arıyor	da	. Sarp nedense kendisini eski koca " diye tabir etmekten hem mutlu hem de üzgündü .	DC
Cümlenin ilk yarısını anladım	da	neyi yazayım ? Karşılaşmanın ilk periyodunda bir tek şut atabilen Beşiktaş'ı mı , yoksa oyuncu değişiminin ardından saha ortasında hangi kulvarı kullanacaklarını tartışan futbolcuları mı ?	DC
valla süper olmuş	da	aklıma takılan bir şey var . anladığım kadarıyla fotoğraf makinesini sabitleyip fenerle isminizi karanlığa yazdınız .	DC
Biz destanımızı okuyacağız , Mustafa Kemal’e ! Milletvekili Mustafa Bey , okuyun	da	bir dinleyeyim bakayım dedi . Okuduk dinledi .	DC
İlk yarıda Amokachi Oktay kanat bindirmeleri Ayhan Ertuğrul ikilisiyle de göbekten yaptığı yüklenmelerle gol aradı , buldu	da	. Defans orta saha ve forveti bir blok olarak düşünüp adam kovalamaktan ziyade alan savunması yapan topa basan rakibi bunaltan Beşiktaş F Bahçe'nin etkili isimlerini de iyi kilitledi .	DC
Beşiktaş Başkanı Serdar Bilgili , Fenerbahçe ve Galatasaray’ın	da	desteğini alarak basketbol , voleybol ve hentbol federasyonlarına rest çekti .	NDC
Hani o gün nikah masasında ayağına biraz sert basmıştım	da	, iki hafta alçıyla gezmiştin ya .	DC
Dolayısıyla tarımsal destekle ilgili harcama artışı , bütçenin diğer kalemlerindeki düşüşle zaten kendi kendine telafi edilip bütçenin toplam dengeleri içinde çözülecektir . Bütçenin toplamında	da	, öngörülmeyen ve toplam harcamaları artıracak bir adım atılmamıştır , atılmayacaktır .	DC
Buna göre pokemon , Japoncada Yahudi' anlamına geliyormuş . Bu kelimenin Süryanicede Ben Yahudiyim anlamına geldiği	de	iddia edildi . Ürdün'deki Süryani Ortodoks Kilisesi , o kadar çok tehdit aldı ki , Ürdün ve Batı Şeria'daki gazetelere ilanlar vererek pokemon'la bağlantıları olmadığını açıkladı .	DC
Sonra genç bir çocuk yardım etti	de	, ayağa kalkabildi kadıncağız .	DC
Eğer toplum gençlerine daha sağlıklı sosyal grup kimlikleri sunamıyorsa , o zaman sağlıksız kimlikler ön plana çıkacaktır . Bir toplumdaki marjinal gruplaşmaların hepsini yok etmek	de	normal değildir . Önemli olan sağlıklı olanı yaygınlaştırmak .	NDC
Referandum kararı hâlâ engelleniyor , yasadışı biçimde bekletiliyor . Bu hükümetten her şey beklenirdi	de	Turgut Özal tarzı cingözlükler beklenmezdi , onu da yaptılar sonunda .	DC
Kompozisyon yarışmasına 500 bine yakın öğrencinin katıldığını ve 2 bin 872 kompozisyonun yarıştığını anlatan Akman , 5 , 6 , 7 ve 8. sınıflardan derece alanların yanında 10 öğrenciye	de	teşvik ödülü verilmesinin kararlaştırıldığını kaydetti .	NDC
Etkinliğin önemli gösteri ve göstericileri ünlü Alman sporcu Küng'ten ibaret değildi . Çek Cumhuriyeti'nden , Yunanistan'dan , İran'dan katılan konukların gösterileri	de	şenliğin başarısına atılan önemli imzalardan bir kaçıydı . Genel olarak başarılı bir işleyişle konuklarını ağırlayan şenlik .	DC
Oysa bu revizyon kasım krizinden sonra yapılsaydı , belki	de	şubat krizi yaşanmayacaktı . Dileriz aynı inatla Türkiye'ye yeni bir kriz yaşatılmaz	NDC
tabii ki daha fazlasını hak ediyor	da	bizimkisi şakalaşmak işte .	DC
Şarapların üzümleri arasında Kalecik Karası , Öküzgözü - Boğazkere gibi yerli üzüm çeşitleri de , Cabernet Sauvignon , Merlot gibi yeni yabancı üzümler	de	bulunuyordu . Kısacası , gerek peynirler , gerekse şaraplar ülkemizin olabildiğince geniş ve kaliteli kesitini yansıtıyordu .	NDC
Ayrıca vatansever esnaf ve sanatkarımız yıkıcı değildir . Olamaz	da	. Çünkü biliyoruz ki bu ülke bizimdir .	DC
Şimdilerde çoğu çocuk dört duvar arasında yaşamak durumunda kaldığından , ebeveynler ( özellikle	de	anneler ) vicdan azabıyla kıvranıp duruyorlar .	NDC
Bir pozisyon denedik , yerçekimini kullandık işe yaradı . Doğum koçunun faydası	da	budur . 1.5 - 2 saat sonra bebek doğum yolunda ilerledi .	DC
Hangi koşullarda bu teklif Sibel Tüzün ' e götürülmüş	de	başka kimselere götürülmemiş . Zaten böyle bir şey de yok .	DC
Hele de sıcak yaz günlerindeyseniz , daha bir özenirsiniz Cabrio'sunda saçlarını savuranlara . Biz	de	bu hafta sayfamızda her keseye uygun üstsüz araçları tanıtmaya karar verdik .	NDC
Hrant Dink'in bedeni , hepimizin gözleri önünde , her seçim arifesinde daha	da	heyheyleşen ve ülkenin muktedirlerini , dolayısıyla mukadderatını belirleyen milliyetçi naralar , kurt ulumaları arasında beyaz kağıdın altına gömüldüğüne göre , eline silah alıp Trabzon'dan kalkan ve ilk soluğu İstanbul'da alan katil zanlısını konuşacak değiliz , değil mi ?	NDC
Yazdıklarıma gülüyorsanız , sebebini siz bulun o zaman . Ben 14 yıldır bulamadım	da	.	DC
Yani kendisinin de söylediği gibi , bir yaz albümü değil bu . Tabii müziği , mevsimlerle ilişkilendirmeyenlerdenseniz başka . Yağmur yağmadan	da	rahatlıkla dinleyebilirsiniz . Daha önce Demir Demirkan , Koray Candemir , Öztürk , Aylin Aslım gibi isimlerle çalışan	DC
Yukos davasının son bir yıl içinde Rusya'da tüm kesimler tarafından tartışıldığını belirten Hodorkovski , şunları kaydetti : İnsanlar , bunun normal bir yasal dava ya	da	siyasi amaçlarla açılmış bir dava olup olmadığını tartıştı .	NDC
İçimizden Bugün kendimi Nişantaşı'nda mı yoksa Beyoğlu'nda mı elletsem diye düşünürüz . Hatta bazen Şöyle bir otobüse bineyim	de	arkadan bana sürtsünler deriz . Neyse ...	DC
Hedefi vurmak için attım	da	vuramadım . Tereddüt ediyorsan atmayacaksın , gidip hedefi elinle vuracaksın .	DC
Yenemiyorsan , yenilmeyeceksin . Basit bir kural . Bir puana	da	çok şükür deyip cebine attı . Enerji ve Tabii Kaynaklar Bakanı Zeki Çakan , TEDAŞ’ta ( Türkiye Elektrik Dağıtım AŞ ) emekliliği gelen yaklaşık 4 bin çalışanın emekliye sevk edileceğini söyledi .	DC
Asansör sever misin ? diye sordu . Sevdiğimi söyledim , bindik . Kaçıncı sınıfta olduğumu	da	sordu . Asansördeyken Benimle bodruma geleceksin dedi .	NDC
Yoksa sende de biraz gelişme var mı ? Biraz kendinden bahset	de	insanlar seni de tanısınlar . Sadece fikir yürütüyoruz .	DC
Enflasyon hedeflemesine geçen ülkelerde Türkiye gibi yüksek enflasyonun olmadığını hatırlatan Özatay , bu durumun hem avantaj hem	de	dezavantaj yarattığını söyledi . Eğer uygulanan politikaların kredibilitesi varsa enflasyonun yüzde 65 veya 50 olmasının çok önemi olmadığına işaret eden Özatay , Türkiye'de başarılı maliye politikalarının uygulandığını kaydetti .	NDC
Hadi bütün dokunulmazlıkları kaldıralım , memurun da amirin de , paşanın	da	başbakanın da kaldıralım . Hadi gösterin cesaretinizi diye konuştu .	NDC
Yani niçin iktidar bizim bu önerimizi işi yokuşa sürmeye yönelik veya kötü niyetle veya amacını saptıran bir öneri gibi görür	de	iyi niyetle ele almaz .	DC
Başörtüsü sorunu . Öğrencilerin efendim haklarını sağlayabildiler mi	de	bu profesörlerimiz diğer sorunları nasıl çözecek ?	DC
Hafta başında İsmail Cem pek çoğumuz gibi aslında kendisinin	de	söylemekte çok geciktiği şeyleri nihayet söyledi .	NDC
milli takımlarda bulunan futbolcuların yer almadığı antrenmanda , sakatlığı bulunan Serhat , kulüp doktoru yönetiminde salonda çalıştı . Boyun fıtığının tedavisi için Almanya'da bulunan Steviç	de	antrenmanda yer almadı .	DC
Su satıcıları ve simitçiler de kuyruktaki mudileri yalnız bırakmıyor . Kimi esnafın sahip çıkarak , gün içinde soğuk içecek ikram ettiği İmarzedelere indirimli yemek satışları	da	başladı . Simitle idare ediliyor Ancak kuyruktaki vatandaşlar sıralarını kaybetmemek için karınlarını simitle doyurduklarını , lokantalara ilgi göstermediklerini söyledi .	NDC
Hatta Kedisini yiyen komşusunun köpeğini öldürdü , köpeğin sahibini	de	ağır yaraladı gibi haberlerle bile zaman zaman karşılaşabiliriz ...	DC
bizim kahveyle aynı şey diye cevap veriyor	da	, yeni bir Kardak krizini teğet geçmiş oluyoruz .	DC
Ediz Hun'un gözyaşları makul dakikalar süresince göz pınarlarında toplanıyor , bir müddet sonra	da	aşağıya doğru süzülüyor . O ana kadar fotoğrafları çeken Muhsin Akgün , saygıdan parmağını deklanşöre basmıyor .	NDC
Allah aşkına altın çıkarılacak yer kalmadı	da	Ege mi kaldı sadece .	DC
diğer karede Filistin'de , Ramallah'ta bir geçiş noktasında Türk heyetini kontrol için bekleten İsrailli askerle kolkola görülüyor . Fotoğrafların Aygün'ün izniyle yayımlandığını	da	belirtelim . Korutürk Paris'e gidiyor Türkiye , Irak'ta geçici yönetim işbaşına geldiğinde Bağdat Büyükelçisi'ni değiştirmişti .	NDC
Kemalist sayılan kitaplar yazmış , bunlarla ödül kazanmış biri nasıl olur	da	TBMM’nin hain ilan ettiği bir kişiyi keyfince temize çıkarır sorusu önüme sürüldü .	DC
Benim amacım asla çamur atmak değildi atmadım	da	zaten . Yalnızca Özgürü seven hiç kimse Barışa söz etmedi dikkat edersen .	DC
Köprülü , komisyon raporu ardından Genel Kurul Salonu'nun yenilenmesiyle ilgili iddialar üzerine başkan müşavirliğine getirilirken , Mısırlı önce TBMM Genel Sekreter Yardımcılığı'na atanmış , daha sonra	da	1 Temmuz 1998 itibarıyla emekli olmuştu .	NDC
Bu aralar üst üste birkaç kişiyle bu çok çalışıyorum	da	; başka bir şeye bakamıyorum muhabbetini yaşadım ; konuya o yüzden taktım .	DC
Biz iddialı , büyük bir takımız . Şampiyonlar Ligi'ne girmemiz hedeflerimizi daha da büyütecek ve önümüzü daha	da	açacaktır . Bu nedenle herkesten bu konuda destek bekliyoruz .	NDC
Para kazandırmaz demeye utanıyorum . Sen para kazan	da	felsefeyi ben öğretirim de diyemiyorum .	DC
Tarihimiz , camiamızın tüm bireyleriyle müştereken elde edilmiş başarılarla doludur . Dönemimizde yaşanan şampiyonluk	da	tek vücut olmuş ve şampiyonluğa inanmış , kulübünün menfaatlerini kendi şahsi menfaatlerinden üstün tutan Fenerbahçe ailesi tarafından kazanılmıştır .	NDC
Madem bunlarda yanlışlıklar vardı . O günden bugüne değerlendirilmedi	de	, şimdi neden ortaya çıkarıldı .	DC
Türkiye , Anayasa değişikliğinden çok , Bayındırlık Bakanlığı'ndaki operasyonla ilgileniyor . Bununla	da	ilgilenilmeli tabi ; ama işin özü , hastalığın nedeni , artık yürümediği gün gibi ortaya çıkan mevcut sistemde .	NDC
Yurtdışına çıkışı anlıyorum	da	yurda girişim neden bu gecikme yüzünden engelleniyor .	DC
ben sadece biraz daha güvercin oldugun belli olsun detay görebilmek istedim , minmalizm demek tam sliuet görüntü demektir diye bir şey mi yazıyor	da	ben yorumda yanlışlık yaptım ?	DC
Yalnız elbette matematiği aksiyomatikleştirme çabasında Paeno yalnız değildi , yalnız kalmadı	da	. Onu çok sayıda ünlü matematikçi izledi . Haftaya maceramıza devam edelim .	DC
Ben İstanbul'da master planının yeterli olarak yapıldığına ve yapılacağına inanmıyorum . Çünkü her büyük depremden sonra yasaları çıkarıp sonra	da	yasaların işlemesini sağlayamayan hükümetler maalesef hiç cezalandırılmıyor .	NDC
Yargılama süresince halkın yakın alakasıyla	da	karşılaştım . İlk celsede beraat bekliyordum .	NDC
Tüzmen , Türkiye'nin cari dengesinin 2000 yılında 9.8 milyar dolar açık , 2001'de ise 3.4 milyar dolar fazla verdiğini hatırlatarak , 2002 yılında cari dengenin 1.5 milyar dolar açık verdiğini , 2003'te bunun yüzde 427 artarak 8 milyar dolar , 2004'te yüzde 94.2 artarak 15.6 milyar dolar ve 2005 yılında yüzde 46.4 artarak 22.9 milyar dolara ulaştığını söyledi . Tüzmen , kısa vadeli dış borçların	da	2003 yılında 23 milyar dolar iken , 2004 yılında yüzde 38.2 artışla 31.8 milyar dolara ; 2005 yılı 3. çeyreğinde ise bir önceki yıla göre yüzde 16.2 artarak , 36.9 milyar dolara ulaştığını kaydetti .	NDC
